Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,2,21,4,1513,1450,1656,1625,WN,407,N240WN,103,95,78,31,23,SLC,PHX,507,10,15,0,,0,21,0,8,0,2
2008,2,21,4,818,820,1003,1000,WN,900,N794SW,105,100,72,3,-2,SLC,PHX,507,6,27,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1232,1225,1401,1400,WN,1056,N412WN,89,95,71,1,7,SLC,PHX,507,7,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2126,2110,2303,2245,WN,1206,N444WN,97,95,75,18,16,SLC,PHX,507,7,15,0,,0,2,0,2,0,14
2008,2,21,4,610,610,747,750,WN,1340,N342SW,97,100,70,-3,0,SLC,PHX,507,3,24,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1025,1015,1203,1155,WN,1599,N259WN,98,100,70,8,10,SLC,PHX,507,4,24,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1950,1945,2127,2125,WN,1612,N213WN,97,100,73,2,5,SLC,PHX,507,7,17,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1755,1730,1931,1910,WN,2033,N352SW,96,100,80,21,25,SLC,PHX,507,6,10,0,,0,8,0,0,0,13
2008,2,21,4,1349,1350,1403,1415,WN,3492,N276WN,74,85,59,-12,-1,SLC,RNO,422,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1340,1035,1430,1150,WN,131,N714CB,110,135,90,160,185,SLC,SEA,689,6,14,0,,0,160,0,0,0,0
2008,2,21,4,639,640,NA,800,WN,1862,N755SA,NA,140,NA,NA,-1,SLC,SEA,689,NA,29,0,,1,NA,NA,NA,NA,NA
2008,2,21,4,1842,1720,1929,1830,WN,3166,N360SW,107,130,91,59,82,SLC,SEA,689,6,10,0,,0,3,0,0,0,56
2008,2,21,4,1630,1545,2010,1930,WN,1109,N260WN,160,165,138,40,45,SLC,STL,1156,14,8,0,,0,8,0,0,0,32
2008,2,21,4,NA,1150,NA,1535,WN,1949,,NA,165,NA,NA,NA,SLC,STL,1156,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,845,845,949,955,WN,381,N239WN,64,70,54,-6,0,SMF,BUR,358,1,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1404,1340,1507,1450,WN,647,N336SW,63,70,54,17,24,SMF,BUR,358,2,7,0,,0,13,0,0,0,4
2008,2,21,4,1747,1720,1856,1830,WN,717,N406WN,69,70,54,26,27,SMF,BUR,358,2,13,0,,0,24,0,0,0,2
2008,2,21,4,714,715,819,825,WN,906,N430WN,65,70,52,-6,-1,SMF,BUR,358,2,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1553,1510,1655,1620,WN,1315,N220WN,62,70,52,35,43,SMF,BUR,358,1,9,0,,0,6,0,0,0,29
2008,2,21,4,2012,1935,2115,2045,WN,1327,N751SW,63,70,54,30,37,SMF,BUR,358,2,7,0,,0,0,0,3,0,27
2008,2,21,4,NA,1040,NA,1150,WN,2097,,NA,70,NA,NA,NA,SMF,BUR,358,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,2,21,4,950,950,1052,1100,WN,2193,N750SA,62,70,55,-8,0,SMF,BUR,358,1,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2046,2045,2157,2155,WN,2297,N773SA,71,70,61,2,1,SMF,BUR,358,2,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1216,1215,1324,1325,WN,2967,N766SW,68,70,54,-1,1,SMF,BUR,358,2,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1825,1810,1927,1920,WN,3133,N735SA,62,70,50,7,15,SMF,BUR,358,2,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,604,605,716,725,WN,558,N508SW,72,80,60,-9,-1,SMF,LAS,397,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1947,1940,2054,2100,WN,611,N201LV,67,80,56,-6,7,SMF,LAS,397,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1216,1215,1330,1330,WN,1463,N215WN,74,75,61,0,1,SMF,LAS,397,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1754,1755,1906,1910,WN,1853,N247WN,72,75,60,-4,-1,SMF,LAS,397,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1138,1015,1258,1135,WN,2300,N612SW,80,80,61,83,83,SMF,LAS,397,5,14,0,,0,0,0,0,0,83
2008,2,21,4,1318,1320,1432,1440,WN,2705,N502SW,74,80,61,-8,-2,SMF,LAS,397,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2208,2115,2320,2235,WN,3332,N242WN,72,80,55,45,53,SMF,LAS,397,5,12,0,,0,4,0,0,0,41
2008,2,21,4,1516,1515,1626,1630,WN,3768,N727SW,70,75,60,-4,1,SMF,LAS,397,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1359,1345,1507,1505,WN,284,N700GS,68,80,57,2,14,SMF,LAX,373,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2214,2210,2327,2330,WN,1063,N663SW,73,80,56,-3,4,SMF,LAX,373,6,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,753,755,920,915,WN,1110,N676SW,87,80,65,5,-2,SMF,LAX,373,10,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,617,615,729,735,WN,1542,N732SW,72,80,55,-6,2,SMF,LAX,373,6,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1008,1010,1130,1130,WN,1616,N512SW,82,80,64,0,-2,SMF,LAX,373,8,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1716,1710,1844,1830,WN,1754,N448WN,88,80,66,14,6,SMF,LAX,373,15,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2005,2000,2116,2120,WN,2624,N752SW,71,80,57,-4,5,SMF,LAX,373,7,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1211,1210,1328,1330,WN,3073,N366SW,77,80,58,-2,1,SMF,LAX,373,9,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1628,1620,1739,1740,WN,3493,N214WN,71,80,58,-1,8,SMF,LAX,373,7,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,913,915,1035,1035,WN,3605,N672SW,82,80,64,0,-2,SMF,LAX,373,5,13,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,701,700,1213,1215,WN,3689,N683SW,192,195,178,-2,1,SMF,MCI,1442,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1252,1245,1844,1840,WN,1223,N473WN,232,235,219,4,7,SMF,MDW,1790,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,709,710,1248,1305,WN,1291,N782SA,219,235,205,-17,-1,SMF,MDW,1790,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1726,1725,1852,1840,WN,285,N323SW,86,75,61,12,1,SMF,ONT,389,14,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,850,850,1005,1005,WN,551,N513SW,75,75,59,0,0,SMF,ONT,389,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1623,1620,1728,1735,WN,1131,N440LV,65,75,55,-7,3,SMF,ONT,389,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,634,635,745,750,WN,1353,N371SW,71,75,57,-5,-1,SMF,ONT,389,5,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1057,1000,1207,1115,WN,1555,N249WN,70,75,55,52,57,SMF,ONT,389,4,11,0,,0,0,0,0,0,52
2008,2,21,4,1145,1035,1254,1150,WN,1751,N685SW,69,75,56,64,70,SMF,ONT,389,4,9,0,,0,0,0,0,0,64
2008,2,21,4,2153,2155,2304,2310,WN,1917,N715SW,71,75,56,-6,-2,SMF,ONT,389,6,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2106,2035,2211,2150,WN,2359,N490WN,65,75,54,21,31,SMF,ONT,389,4,7,0,,0,0,0,8,0,13
2008,2,21,4,1353,1335,1504,1450,WN,2453,N505SW,71,75,59,14,18,SMF,ONT,389,3,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1213,1205,1324,1320,WN,3139,N689SW,71,75,58,4,8,SMF,ONT,389,4,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1931,1925,2038,2040,WN,3753,N276WN,67,75,55,-2,6,SMF,ONT,389,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1531,1525,1640,1640,WN,3864,N350SW,69,75,59,0,6,SMF,ONT,389,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1032,1035,1154,1205,WN,485,N695SW,82,90,68,-11,-3,SMF,PDX,479,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1922,1900,2041,2030,WN,1231,N402WN,79,90,67,11,22,SMF,PDX,479,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1619,1555,1735,1725,WN,1337,N630WN,76,90,68,10,24,SMF,PDX,479,2,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,850,850,1012,1020,WN,1356,N496WN,82,90,72,-8,0,SMF,PDX,479,2,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,628,620,755,755,WN,1602,N431WN,87,95,71,0,8,SMF,PDX,479,6,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1419,1355,1543,1525,WN,1766,N247WN,84,90,67,18,24,SMF,PDX,479,7,10,0,,0,0,0,0,0,18
2008,2,21,4,2208,2125,2324,2250,WN,2372,N365SW,76,85,66,34,43,SMF,PDX,479,3,7,0,,0,6,0,0,0,28
2008,2,21,4,912,910,1154,1200,WN,624,N333SW,102,110,85,-6,2,SMF,PHX,647,5,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,610,610,854,900,WN,1172,N349SW,104,110,83,-6,0,SMF,PHX,647,6,15,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1906,1845,2151,2135,WN,1538,N609SW,105,110,90,16,21,SMF,PHX,647,6,9,0,,0,1,0,0,0,15
2008,2,21,4,1109,1110,1347,1400,WN,1638,N757LV,98,110,85,-13,-1,SMF,PHX,647,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1650,1640,1928,1930,WN,2190,N522SW,98,110,85,-2,10,SMF,PHX,647,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2051,2050,2319,2335,WN,2871,N498WN,88,105,77,-16,1,SMF,PHX,647,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1510,1450,1742,1735,WN,3045,N476WN,92,105,81,7,20,SMF,PHX,647,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2105,2045,2219,2210,WN,729,N239WN,74,85,65,9,20,SMF,SAN,480,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,830,820,950,945,WN,983,N443WN,80,85,66,5,10,SMF,SAN,480,3,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1416,1415,1531,1540,WN,1321,N207WN,75,85,64,-9,1,SMF,SAN,480,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,929,930,1048,1055,WN,1445,N462WN,79,85,65,-7,-1,SMF,SAN,480,2,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1812,1810,1931,1935,WN,1597,N486WN,79,85,68,-4,2,SMF,SAN,480,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2156,2130,2310,2255,WN,1598,N280WN,74,85,64,15,26,SMF,SAN,480,3,7,0,,0,0,0,0,0,15
2008,2,21,4,1658,1645,1816,1810,WN,1604,N900WN,78,85,69,6,13,SMF,SAN,480,3,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1421,1320,1533,1445,WN,1689,N431WN,72,85,62,48,61,SMF,SAN,480,3,7,0,,0,5,0,0,0,43
2008,2,21,4,629,630,743,755,WN,2124,N461WN,74,85,63,-12,-1,SMF,SAN,480,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1110,1100,1230,1225,WN,2269,N304SW,80,85,66,5,10,SMF,SAN,480,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1953,1950,2114,2115,WN,2380,N613SW,81,85,69,-1,3,SMF,SAN,480,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1536,1530,1648,1655,WN,3313,N689SW,72,85,63,-7,6,SMF,SAN,480,2,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1216,1205,1333,1330,WN,3516,N655WN,77,85,65,3,11,SMF,SAN,480,2,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,625,625,NA,820,WN,384,N324SW,NA,115,NA,NA,0,SMF,SEA,605,NA,8,0,,1,NA,NA,NA,NA,NA
2008,2,21,4,1332,1315,1506,1505,WN,483,N318SW,94,110,82,1,17,SMF,SEA,605,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2107,2040,2240,2230,WN,1286,N244WN,93,110,79,10,27,SMF,SEA,605,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1912,1750,2049,1940,WN,2031,N382SW,97,110,84,69,82,SMF,SEA,605,6,7,0,,0,6,0,0,0,63
2008,2,21,4,952,950,1132,1145,WN,3427,N402WN,100,115,85,-13,2,SMF,SEA,605,7,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1817,1750,1936,1910,WN,727,N428WN,79,80,65,26,27,SMF,SNA,404,7,7,0,,0,11,0,0,0,15
2008,2,21,4,756,755,914,920,WN,1350,N445WN,78,85,65,-6,1,SMF,SNA,404,3,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,615,615,737,740,WN,2385,N712SW,82,85,66,-3,0,SMF,SNA,404,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,958,1000,1117,1125,WN,2559,N712SW,79,85,65,-8,-2,SMF,SNA,404,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1538,1525,1656,1645,WN,3141,N766SW,78,80,68,11,13,SMF,SNA,404,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1337,1330,1457,1450,WN,3167,N470WN,80,80,65,7,7,SMF,SNA,404,4,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1923,1900,2036,2025,WN,3315,N766SW,73,85,63,11,23,SMF,SNA,404,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1300,1300,1356,1405,WN,120,N298WN,56,65,45,-9,0,SNA,LAS,226,5,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,747,745,854,850,WN,306,N905WN,67,65,49,4,2,SNA,LAS,226,10,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1808,1745,1909,1850,WN,379,N788SA,61,65,49,19,23,SNA,LAS,226,4,8,0,,0,2,0,0,0,17
2008,2,21,4,1513,1505,1620,1610,WN,1363,N264LV,67,65,45,10,8,SNA,LAS,226,6,16,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,922,920,1045,1025,WN,1431,N756SA,83,65,48,20,2,SNA,LAS,226,5,30,0,,0,0,0,20,0,0
2008,2,21,4,2020,2020,2121,2125,WN,3501,N217JC,61,65,48,-4,0,SNA,LAS,226,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1301,1230,1427,1355,WN,602,N437WN,86,85,76,32,31,SNA,OAK,371,4,6,0,,0,2,0,1,0,29
2008,2,21,4,826,825,959,950,WN,808,N460WN,93,85,81,9,1,SNA,OAK,371,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2003,1940,2124,2100,WN,814,N428WN,81,80,69,24,23,SNA,OAK,371,5,7,0,,0,0,0,1,0,23
2008,2,21,4,1716,1640,1846,1805,WN,1281,N452WN,90,85,77,41,36,SNA,OAK,371,6,7,0,,0,10,0,5,0,26
2008,2,21,4,716,715,852,840,WN,1358,N427WN,96,85,76,12,1,SNA,OAK,371,4,16,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1117,1120,1248,1240,WN,1582,N758SW,91,80,77,8,-3,SNA,OAK,371,4,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1848,1835,2008,1955,WN,1828,N248WN,80,80,67,13,13,SNA,OAK,371,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1528,1520,1700,1645,WN,3254,N470WN,92,85,80,15,8,SNA,OAK,371,5,7,0,,0,1,0,7,0,7
2008,2,21,4,NA,2125,NA,2245,WN,3858,,NA,80,NA,NA,NA,SNA,OAK,371,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,2,21,4,1440,1440,1653,1650,WN,482,N250WN,73,70,55,3,0,SNA,PHX,338,13,5,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,648,645,911,905,WN,519,N435WN,83,80,49,6,3,SNA,PHX,338,7,27,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1834,1825,2036,2035,WN,536,N400WN,62,70,50,1,9,SNA,PHX,338,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,951,950,1201,1205,WN,1350,N445WN,70,75,48,-4,1,SNA,PHX,338,5,17,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1635,1635,1845,1845,WN,1865,N790SW,70,70,54,0,0,SNA,PHX,338,7,9,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1110,1110,1318,1320,WN,2973,N482WN,68,70,53,-2,0,SNA,PHX,338,5,10,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1313,1235,1526,1445,WN,3504,N267WN,73,70,53,41,38,SNA,PHX,338,6,14,0,,0,24,0,3,0,14
2008,2,21,4,2023,2025,2226,2235,WN,3836,N206WN,63,70,50,-9,-2,SNA,PHX,338,5,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1453,1450,1610,1605,WN,517,N284WN,77,75,67,5,3,SNA,SJC,342,3,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,825,825,946,940,WN,818,N405WN,81,75,69,6,0,SNA,SJC,342,5,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,2148,2105,2307,2220,WN,821,N409WN,79,75,63,47,43,SNA,SJC,342,4,12,0,,0,29,0,4,0,14
2008,2,21,4,758,750,913,905,WN,1261,N475WN,75,75,64,8,8,SNA,SJC,342,3,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1616,1610,1738,1725,WN,1533,N274WN,82,75,65,13,6,SNA,SJC,342,3,14,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,942,945,1102,1100,WN,1537,N298WN,80,75,64,2,-3,SNA,SJC,342,3,13,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1154,1155,1314,1310,WN,2646,N712SW,80,75,69,4,-1,SNA,SJC,342,4,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1856,1840,2007,1955,WN,3132,N476WN,71,75,63,12,16,SNA,SJC,342,3,5,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1913,1900,2039,2025,WN,642,N239WN,86,85,76,14,13,SNA,SMF,404,4,6,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1025,1025,1154,1150,WN,653,N215WN,89,85,77,4,0,SNA,SMF,404,4,8,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1427,1425,1556,1550,WN,1675,N214WN,89,85,73,6,2,SNA,SMF,404,4,12,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,802,805,933,935,WN,2472,N712SW,91,90,75,-2,-3,SNA,SMF,404,5,11,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1135,1135,1309,1300,WN,3080,N470WN,94,85,81,9,0,SNA,SMF,404,6,7,0,,0,NA,NA,NA,NA,NA
2008,2,21,4,1731,1715,1859,1840,WN,3228,N766SW,88,85,74,19,16,SNA,SMF,404,3,11,0,,0,5,0,3,0,11
2008,2,21,4,2102,2050,2233,2215,WN,3402,N766SW,91,85,69,18,12,SNA,SMF,404,4,18,0,,0,1,0,6,0,11
2008,2,21,4,NA,1215,NA,1400,WN,2983,,NA,165,NA,NA,NA,STL,ABQ,934,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,1716,1705,1905,1820,WN,1579,N300SW,109,75,65,45,11,STL,BHM,410,3,41,0,,0,0,11,34,0,0
2008,2,21,4,621,620,1038,915,WN,1184,N493WN,197,115,88,83,1,STL,BWI,737,3,106,0,,0,0,0,83,0,0
2008,2,21,4,2126,2050,21,2340,WN,1461,N306SW,115,110,85,41,36,STL,BWI,737,6,24,0,,0,1,0,5,0,35
2008,2,21,4,1115,950,1413,1245,WN,1480,N793SA,118,115,90,88,85,STL,BWI,737,3,25,0,,0,0,44,3,0,41
2008,2,21,4,2018,1835,2258,2130,WN,2300,N612SW,100,115,86,88,103,STL,BWI,737,3,11,0,,0,0,15,0,0,73
2008,2,21,4,NA,1440,NA,1735,WN,3065,,NA,115,NA,NA,NA,STL,BWI,737,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,932,920,1308,1150,WN,1411,N296WN,156,90,62,78,12,STL,CLE,487,4,90,0,,0,0,7,66,0,5
2008,2,21,4,2107,1925,2340,2150,WN,2725,N910WN,93,85,59,110,102,STL,CLE,487,6,28,0,,0,0,8,8,0,94
2008,2,21,4,1639,1610,1924,1825,WN,1525,N432WN,105,75,54,59,29,STL,CMH,410,4,47,0,,0,0,29,30,0,0
2008,2,21,4,NA,835,NA,1050,WN,2387,,NA,75,NA,NA,NA,STL,CMH,410,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,655,NA,840,WN,9,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1120,NA,1305,WN,29,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,2134,2110,2330,2255,WN,1378,N254WN,116,105,88,35,24,STL,DAL,546,4,24,0,,0,0,0,11,0,24
2008,2,21,4,NA,1255,NA,1440,WN,1491,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1520,NA,1705,WN,1620,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,1956,1940,2140,2125,WN,1621,N224WN,104,105,89,15,16,STL,DAL,546,2,13,0,,0,10,0,0,0,5
2008,2,21,4,NA,1800,NA,1945,WN,3178,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,850,NA,1035,WN,3244,,NA,105,NA,NA,NA,STL,DAL,546,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,905,NA,1130,WN,1317,,NA,85,NA,NA,NA,STL,DTW,440,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,1639,1410,1912,1640,WN,1487,N436WN,93,90,60,152,149,STL,DTW,440,7,26,0,,0,0,149,3,0,0
2008,2,21,4,2147,2055,19,2315,WN,2177,N391SW,92,80,64,64,52,STL,DTW,440,7,21,0,,0,0,0,18,0,46
2008,2,21,4,919,910,1453,1245,WN,3239,N742SW,274,155,142,128,9,STL,FLL,1056,2,130,0,,0,0,9,119,0,0
2008,2,21,4,NA,1220,NA,1430,WN,522,,NA,130,NA,NA,NA,STL,HOU,687,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,815,NA,1025,WN,793,,NA,130,NA,NA,NA,STL,HOU,687,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,2108,2035,2342,2240,WN,1219,N665WN,154,125,115,62,33,STL,HOU,687,4,35,0,,0,0,23,29,0,10
2008,2,21,4,NA,1520,NA,1730,WN,2891,,NA,130,NA,NA,NA,STL,HOU,687,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1540,NA,1720,WN,524,,NA,220,NA,NA,NA,STL,LAS,1372,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1240,NA,1425,WN,875,,NA,225,NA,NA,NA,STL,LAS,1372,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,800,NA,940,WN,2616,,NA,220,NA,NA,NA,STL,LAS,1372,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1450,NA,1700,WN,1113,,NA,250,NA,NA,NA,STL,LAX,1593,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1735,NA,1840,WN,57,,NA,65,NA,NA,NA,STL,LIT,296,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1005,NA,1110,WN,3241,,NA,65,NA,NA,NA,STL,LIT,296,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,2012,1810,2125,1910,WN,534,N204WN,73,60,48,135,122,STL,MCI,237,6,19,0,,0,0,0,13,0,122
2008,2,21,4,NA,1240,NA,1340,WN,1550,,NA,60,NA,NA,NA,STL,MCI,237,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,2029,2005,2158,2105,WN,1857,N628SW,89,60,49,53,24,STL,MCI,237,7,33,0,,0,6,0,29,0,18
2008,2,21,4,1051,940,1209,1040,WN,1951,N646SW,78,60,51,89,71,STL,MCI,237,5,22,0,,0,0,27,18,0,44
2008,2,21,4,NA,1555,NA,1655,WN,2474,,NA,60,NA,NA,NA,STL,MCI,237,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,630,NA,735,WN,3429,,NA,65,NA,NA,NA,STL,MCI,237,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1120,NA,1435,WN,463,,NA,135,NA,NA,NA,STL,MCO,880,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,2043,1955,14,2310,WN,1109,N260WN,151,135,111,64,48,STL,MCO,880,7,33,0,,0,0,8,16,0,40
2008,2,21,4,810,710,1139,1030,WN,1255,N781WN,149,140,112,69,60,STL,MCO,880,7,30,0,,0,0,0,69,0,0
2008,2,21,4,NA,1555,NA,1910,WN,1949,,NA,135,NA,NA,NA,STL,MCO,880,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1610,NA,1710,WN,28,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,624,625,845,725,WN,389,N503SW,141,60,41,80,-1,STL,MDW,251,5,95,0,,0,0,0,80,0,0
2008,2,21,4,NA,1535,NA,1635,WN,1210,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1225,NA,1325,WN,1330,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,1750,NA,1850,WN,1344,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,830,NA,930,WN,1456,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
2008,2,21,4,NA,710,NA,810,WN,1519,,NA,60,NA,NA,NA,STL,MDW,251,NA,NA,1,B,0,NA,NA,NA,NA,NA
